"","id","collection_year","country","isolation_type","isolation_source","set","count","numcoop","numself","numunkn","ratio","pctcoop","pctself"
"642","PDT000291284.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",8,4,4,0,1,0.5,0.5
"643","PDT000291285.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",14,5,9,0,0.555555555555556,0.357142857142857,0.642857142857143
"644","PDT000291286.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"645","PDT000291287.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",14,7,7,0,1,0.5,0.5
"646","PDT000291288.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",5,2,3,0,0.666666666666667,0.4,0.6
"647","PDT000294376.1",2017,"China","environmental/other","Environment","environmentalmcrisolates",2,2,0,0,Inf,1,0
"648","PDT000294377.1",2017,"China","environmental/other","Environment","environmentalmcrisolates",7,2,5,0,0.4,0.285714285714286,0.714285714285714
"649","PDT000294378.1",2017,"China","environmental/other","Environment","environmentalmcrisolates",9,5,4,0,1.25,0.555555555555556,0.444444444444444
"650","PDT000294379.1",2017,"China","environmental/other","Environment","environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"651","PDT000294380.1",2017,"China","environmental/other","Environment","environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"652","PDT000294381.1",2017,"China","environmental/other","Environment","environmentalmcrisolates",16,6,10,0,0.6,0.375,0.625
"653","PDT000294382.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"654","PDT000294383.1",2017,"China","environmental/other","Environment","environmentalmcrisolates",8,4,4,0,1,0.5,0.5
"655","PDT000294384.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",4,1,3,0,0.333333333333333,0.25,0.75
"656","PDT000294385.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",11,5,6,0,0.833333333333333,0.454545454545455,0.545454545454545
"657","PDT000294386.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",6,3,3,0,1,0.5,0.5
"658","PDT000294387.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"659","PDT000294388.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"660","PDT000294389.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",16,6,10,0,0.6,0.375,0.625
"661","PDT000294390.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",16,6,10,0,0.6,0.375,0.625
"662","PDT000294391.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",16,6,10,0,0.6,0.375,0.625
"663","PDT000294392.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"664","PDT000294393.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"665","PDT000294394.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"666","PDT000294395.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"667","PDT000294396.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"668","PDT000294397.1",2016,"China","environmental/other","Environment","environmentalmcrisolates",16,6,10,0,0.6,0.375,0.625
"669","PDT000294410.1",2016,"China","environmental/other","Bus, public transportation","environmentalmcrisolates",16,6,10,0,0.6,0.375,0.625
"670","PDT000294785.1",2016,"China","environmental/other","cow dung","environmentalmcrisolates",1,1,0,0,Inf,1,0
"671","PDT000298014.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",11,5,6,0,0.833333333333333,0.454545454545455,0.545454545454545
"672","PDT000298021.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"673","PDT000298027.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",11,5,6,0,0.833333333333333,0.454545454545455,0.545454545454545
"674","PDT000298028.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",7,3,4,0,0.75,0.428571428571429,0.571428571428571
"675","PDT000298029.1",1975,"China","environmental/other",NA,"environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"676","PDT000298030.1",2011,"China","environmental/other",NA,"environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"677","PDT000298031.1",2009,"China","environmental/other",NA,"environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"678","PDT000298032.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",15,6,9,0,0.666666666666667,0.4,0.6
"679","PDT000298033.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",6,3,3,0,1,0.5,0.5
"680","PDT000298034.1",2009,"China","environmental/other",NA,"environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"681","PDT000298035.1",2010,"China","environmental/other",NA,"environmentalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"682","PDT000298036.1",2011,"China","environmental/other",NA,"environmentalmcrisolates",15,7,8,0,0.875,0.466666666666667,0.533333333333333
"683","PDT000298037.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",16,6,10,0,0.6,0.375,0.625
"684","PDT000298038.1",2014,"China","environmental/other",NA,"environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"685","PDT000298039.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",12,6,6,0,1,0.5,0.5
"686","PDT000298040.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",16,8,8,0,1,0.5,0.5
"687","PDT000298041.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"688","PDT000298042.1",2009,"China","environmental/other",NA,"environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"689","PDT000298043.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"690","PDT000298044.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",19,9,10,0,0.9,0.473684210526316,0.526315789473684
"691","PDT000298046.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",5,2,3,0,0.666666666666667,0.4,0.6
"692","PDT000298047.1",2011,"China","environmental/other",NA,"environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"693","PDT000298048.1",2010,"China","environmental/other",NA,"environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"694","PDT000298049.1",2014,"China","environmental/other",NA,"environmentalmcrisolates",4,3,1,0,3,0.75,0.25
"695","PDT000298050.1",2011,"China","environmental/other",NA,"environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"696","PDT000298051.1",2010,"China","environmental/other",NA,"environmentalmcrisolates",3,2,1,0,2,0.666666666666667,0.333333333333333
"697","PDT000298052.1",2014,"China","environmental/other",NA,"environmentalmcrisolates",19,8,11,0,0.727272727272727,0.421052631578947,0.578947368421053
"698","PDT000298053.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",20,9,11,0,0.818181818181818,0.45,0.55
"699","PDT000298054.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",7,2,5,0,0.4,0.285714285714286,0.714285714285714
"700","PDT000298056.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",6,3,3,0,1,0.5,0.5
"701","PDT000298057.1",2014,"China","environmental/other",NA,"environmentalmcrisolates",20,7,13,0,0.538461538461538,0.35,0.65
"702","PDT000298058.1",2010,"China","environmental/other",NA,"environmentalmcrisolates",15,6,9,0,0.666666666666667,0.4,0.6
"703","PDT000298059.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"704","PDT000298060.1",2011,"China","environmental/other",NA,"environmentalmcrisolates",6,4,2,0,2,0.666666666666667,0.333333333333333
"705","PDT000298061.1",2011,"China","environmental/other",NA,"environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"706","PDT000298062.1",2004,"China","environmental/other",NA,"environmentalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"707","PDT000298063.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",13,7,6,0,1.16666666666667,0.538461538461538,0.461538461538462
"708","PDT000298066.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",16,5,11,0,0.454545454545455,0.3125,0.6875
"709","PDT000298067.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"710","PDT000298068.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",18,8,10,0,0.8,0.444444444444444,0.555555555555556
"711","PDT000298069.1",2011,"China","environmental/other",NA,"environmentalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"712","PDT000298070.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",4,4,0,0,Inf,1,0
"713","PDT000298071.1",2011,"China","environmental/other",NA,"environmentalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"714","PDT000298072.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",15,8,7,0,1.14285714285714,0.533333333333333,0.466666666666667
"715","PDT000298073.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"716","PDT000298074.1",2004,"China","environmental/other",NA,"environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"717","PDT000298075.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"718","PDT000298076.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",15,6,9,0,0.666666666666667,0.4,0.6
"719","PDT000298077.1",2014,"China","environmental/other",NA,"environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"720","PDT000298078.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"721","PDT000298079.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",4,2,2,0,1,0.5,0.5
"722","PDT000298080.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"723","PDT000298082.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"724","PDT000298083.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",14,5,9,0,0.555555555555556,0.357142857142857,0.642857142857143
"725","PDT000298084.1",2009,"China","environmental/other",NA,"environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"726","PDT000298085.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"727","PDT000298086.1",2011,"China","environmental/other",NA,"environmentalmcrisolates",11,5,6,0,0.833333333333333,0.454545454545455,0.545454545454545
"728","PDT000298087.1",2012,"China","environmental/other",NA,"environmentalmcrisolates",14,7,7,0,1,0.5,0.5
"729","PDT000298088.1",2013,"China","environmental/other",NA,"environmentalmcrisolates",21,10,11,0,0.909090909090909,0.476190476190476,0.523809523809524
"730","PDT000298089.1",2006,"China","environmental/other",NA,"environmentalmcrisolates",11,5,6,0,0.833333333333333,0.454545454545455,0.545454545454545
"731","PDT000298090.1",2011,"China","environmental/other",NA,"environmentalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"732","PDT000304274.1",2010,"Denmark","environmental/other","Fjerkrae","environmentalmcrisolates",8,3,5,0,0.6,0.375,0.625
"733","PDT000308360.1",2017,"Turkey","environmental/other","Chicken meat sample","environmentalmcrisolates",9,4,5,0,0.8,0.444444444444444,0.555555555555556
"734","PDT000308361.1",2017,"Turkey","environmental/other","Chicken meat sample","environmentalmcrisolates",5,2,3,0,0.666666666666667,0.4,0.6
"735","PDT000308402.1",2017,"Turkey","environmental/other","Chicken meat sample","environmentalmcrisolates",2,2,0,0,Inf,1,0
"736","PDT000181469.3",2015,"China","environmental/other","Sewage","environmentalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"737","PDT000318166.1",2017,"Germany","environmental/other",NA,"environmentalmcrisolates",7,3,4,0,0.75,0.428571428571429,0.571428571428571
"738","PDT000321266.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",2,2,0,0,Inf,1,0
"739","PDT000321267.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",2,2,0,0,Inf,1,0
"740","PDT000321268.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",2,2,0,0,Inf,1,0
"741","PDT000321269.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"742","PDT000321270.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",2,2,0,0,Inf,1,0
"743","PDT000321271.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"744","PDT000321272.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"745","PDT000321273.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"746","PDT000321274.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"747","PDT000321275.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"748","PDT000321276.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"749","PDT000321277.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"750","PDT000321278.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"751","PDT000321279.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"752","PDT000321280.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"753","PDT000321281.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"754","PDT000321282.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"755","PDT000321283.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"756","PDT000321284.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"757","PDT000321285.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"758","PDT000321286.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",2,2,0,0,Inf,1,0
"759","PDT000321287.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",2,2,0,0,Inf,1,0
"760","PDT000321288.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",2,2,0,0,Inf,1,0
"761","PDT000321289.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",2,2,0,0,Inf,1,0
"762","PDT000321290.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",2,2,0,0,Inf,1,0
"763","PDT000321291.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"764","PDT000321292.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",6,3,3,0,1,0.5,0.5
"765","PDT000321293.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"766","PDT000321294.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"767","PDT000321295.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"768","PDT000321296.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"769","PDT000321298.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"770","PDT000321300.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"771","PDT000321301.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"772","PDT000321303.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"773","PDT000321305.1",2018,"China","environmental/other",NA,"environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"774","PDT000321306.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"775","PDT000321307.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"776","PDT000321308.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"777","PDT000321309.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",1,1,0,0,Inf,1,0
"778","PDT000321312.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"779","PDT000321315.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"780","PDT000334835.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"781","PDT000338210.1",2018,NA,"environmental/other",NA,"environmentalmcrisolates",9,4,5,0,0.8,0.444444444444444,0.555555555555556
"782","PDT000340090.1",2014,"Brazil","environmental/other","feces","environmentalmcrisolates",6,3,3,0,1,0.5,0.5
"783","PDT000353622.1",2014,"China","environmental/other",NA,"environmentalmcrisolates",16,7,9,0,0.777777777777778,0.4375,0.5625
"784","PDT000354226.1",2013,"Germany","environmental/other","feces","environmentalmcrisolates",14,6,8,0,0.75,0.428571428571429,0.571428571428571
"785","PDT000354228.1",2013,"Germany","environmental/other","feces","environmentalmcrisolates",11,6,5,0,1.2,0.545454545454545,0.454545454545455
"786","PDT000354229.1",2014,"Germany","environmental/other","wound","environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"787","PDT000354230.1",2013,"Italy","environmental/other","urine","environmentalmcrisolates",8,4,4,0,1,0.5,0.5
"788","PDT000354231.1",2013,"Germany","environmental/other","urine","environmentalmcrisolates",10,5,5,0,1,0.5,0.5
"789","PDT000355788.1",2017,"China","environmental/other","Environment","environmentalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"790","PDT000358770.1",2018,NA,"environmental/other",NA,"environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"791","PDT000360976.1",2018,"France","environmental/other","Rectal swab","environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"792","PDT000360977.1",2018,"France","environmental/other","Rectal swab","environmentalmcrisolates",8,3,5,0,0.6,0.375,0.625
"793","PDT000360978.1",2018,"France","environmental/other","Rectal swab","environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"794","PDT000360979.1",2018,"France","environmental/other","Rectal swab","environmentalmcrisolates",6,2,4,0,0.5,0.333333333333333,0.666666666666667
"795","PDT000360980.1",2018,"France","environmental/other","Rectal swab","environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"796","PDT000360981.1",2018,"France","environmental/other","Rectal swab","environmentalmcrisolates",1,1,0,0,Inf,1,0
"797","PDT000360982.1",2018,"France","environmental/other","Rectal swab","environmentalmcrisolates",7,3,4,0,0.75,0.428571428571429,0.571428571428571
"798","PDT000364514.1",2016,"Egypt","environmental/other","Raw milk cheese","environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"799","PDT000364522.1",2016,"Egypt","environmental/other","Raw milk cheese","environmentalmcrisolates",14,5,9,0,0.555555555555556,0.357142857142857,0.642857142857143
"800","PDT000364524.1",2016,"Egypt","environmental/other","Raw milk cheese","environmentalmcrisolates",9,4,5,0,0.8,0.444444444444444,0.555555555555556
"801","PDT000365978.1",2012,"China","environmental/other","feces","environmentalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"802","PDT000373302.1",2014,"China","environmental/other","Broiler chicken farm","environmentalmcrisolates",14,6,8,0,0.75,0.428571428571429,0.571428571428571
"803","PDT000377069.1",2018,"United Kingdom","environmental/other",NA,"environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"804","PDT000388467.1",2018,"China","environmental/other",NA,"environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"805","PDT000388472.1",2012,"France","environmental/other","fecal sample","environmentalmcrisolates",9,4,5,0,0.8,0.444444444444444,0.555555555555556
"806","PDT000388473.1",2013,"France","environmental/other","fecal sample","environmentalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"807","PDT000388474.1",2012,"France","environmental/other","fecal sample","environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"808","PDT000270533.3",2017,"China","environmental/other","Sewage","environmentalmcrisolates",21,8,13,0,0.615384615384615,0.380952380952381,0.619047619047619
"809","PDT000394409.1",2015,"China","environmental/other","Bird (Egret) feces BE2","environmentalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"810","PDT000394410.1",2015,"China","environmental/other","Jin River water W2","environmentalmcrisolates",5,2,3,0,0.666666666666667,0.4,0.6
"811","PDT000394411.1",2015,"China","environmental/other","Jin River water W5","environmentalmcrisolates",18,7,11,0,0.636363636363636,0.388888888888889,0.611111111111111
"812","PDT000396736.1",2017,"China","environmental/other","chicken droppings","environmentalmcrisolates",16,7,9,0,0.777777777777778,0.4375,0.5625
"813","PDT000396766.1",2016,"China","environmental/other","retail chicken","environmentalmcrisolates",18,6,12,0,0.5,0.333333333333333,0.666666666666667
